200906010102,2,3,6,ユニヴァースガイ,牡3,56.0,内田博,1:57.0,2.1/2,2,3.2,40.2,3-3-2-2,美浦堀,502(+2)
200906010102,3,2,4,マンダリンシルバー,牡3,56.0,横山典,1:57.9,5,3,14.3,40.7,9-6-4-4,美浦伊藤正,454(+2)
200906010102,4,5,9,ジャンボマズル,牡3,56.0,江田照,1:58.1,1.1/4,5,18.6,41.3,2-2-2-2,美浦星野,520(+6)
200906010102,5,7,14,ケイアイスザク,牡3,56.0,村田,1:58.2,3/4,6,27.4,40.0,12-12-11-10,美浦松山康,428(0)
200906010102,6,2,3,ハーモナイズ,牡3,56.0,勝浦,1:58.3,1/2,9,62.1,40.4,11-11-10-8,美浦小西,480(-4)
200906010102,7,8,16,コスモツイマイ,牡3,56.0,松岡,1:58.6,1.3/4,8,52.4,41.1,9-9-7-6,美浦稲葉,488(+2)
200906010102,8,8,15,アルマダ,牡3,56.0,津村,1:59.0,2.1/2,15,371.9,41.7,7-6-4-6,美浦小笠,430(+10)
200906010102,9,3,5,スペック,牡3,55.0,☆三浦,1:59.2,1.1/2,7,33.9,42.0,3-3-4-4,美浦高市,458(0)
200906010102,10,1,1,ウィニングトリック,牡3,56.0,柴山,1:59.7,3,12,254.9,40.4,14-15-15-16,美浦水野,464(0)
200906010102,11,7,13,コスモグラビティ,牡3,56.0,中舘,2:00.0,1.3/4,4,17.5,42.3,7-9-8-8,美浦田村,496(+6)
200906010102,12,4,7,テイエムクロヒョー,牡3,56.0,武士沢,2:00.1,クビ,13,285.9,41.3,12-13-14-13,美浦中野渡,500(+6)
200906010102,13,5,10,ミヤコドリーム,牡3,56.0,小林淳,2:00.3,1.1/2,10,212.9,41.7,14-14-13-12,美浦土田,456(+2)
200906010102,14,1,2,オメガジャスパ,牡3,56.0,石橋脩,2:00.6,1.3/4,14,293.3,41.3,16-15-15-15,美浦小笠,454(+4)
200906010102,15,6,12,インディアンボス,牡3,55.0,☆田中博,2:01.4,5,16,443.0,43.7,3-6-8-10,美浦浅野,474(0)
200906010102,16,6,11,ナイトクラブ,牡3,53.0,▲宮崎,2:03.1,大,11,238.0,45.0,3-5-11-13,美浦秋山,446(+6)
200906010103,1,5,5,ダンシングクイーン,牝3,54.0,北村宏,1:58.5,,1,1.9,39.1,2-2-2-2,美浦久保田,454(0)
200906010103,2,6,7,トサップ,牡3,55.0,☆三浦,1:59.2,4,5,13.5,39.9,1-1-1-1,美浦粕谷,516(0)
200906010103,3,4,4,オーゴンオーカン,牝3,54.0,中舘,1:59.9,4,8,25.4,40.2,4-4-4-4,美浦谷原,446(0)
200906010103,4,7,10,シチコウキング,牡3,56.0,大野,2:00.5,3.1/2,4,9.2,40.6,4-4-5-5,美浦藤原辰,488(0)
200906010103,5,8,11,ビクトリアモード,牡3,56.0,吉田豊,2:00.6,3/4,6,21.0,41.1,2-3-3-3,美浦戸田,456(0)
200906010103,6,1,1,テラモマルゼン,牡3,56.0,柴田善,2:01.1,3,3,8.5,40.8,12-12-8-7,美浦柴崎,492(0)
200906010103,7,6,8,トーセンルーチェ,牡3,56.0,内田博,2:01.4,1.3/4,2,4.6,40.7,11-11-11-9,美浦鈴木康,566(0)
200906010103,8,7,9,タマモルンバ,牡3,56.0,武士沢,2:01.8,2.1/2,11,130.5,41.5,9-8-8-8,美浦水野,522(0)
200906010103,9,3,3,ダイワハンター,牡3,56.0,田中勝,2:02.2,2.1/2,10,29.5,41.8,8-8-8-10,美浦宗像,534(0)
200906010103,10,8,12,シノブワンダー,牡3,56.0,田辺,2:02.5,1.3/4,9,26.8,42.6,4-7-5-5,美浦鈴木勝,438(0)
200906010103,11,2,2,アンブラッセ,牝3,54.0,横山典,2:03.1,3.1/2,7,22.5,43.0,4-4-7-10,美浦池上,462(0)
200906010103,12,5,6,ジュンノブルボン,牡3,56.0,高橋智,2:09.0,大,12,166.6,47.9,9-10-12-12,美浦高橋義,496(0)
200906010104,1,1,2,ツウカイヤスナム,牝4,54.0,木幡,1:11.7,,4,10.0,37.9,1-1,美浦天間,500(-8)
200906010104,2,8,16,ヒカリマーガレット,牝5,55.0,内田博,1:12.2,3,2,3.3,38.3,2-2,美浦池上,478(+2)
200906010104,3,1,1,ライカート,牝5,55.0,津村,1:12.7,3,1,2.3,38.6,3-3,美浦鈴木伸,486(-2)
200906010104,4,8,15,ネバーグレイス,牝4,54.0,和田,1:12.9,1,15,177.4,38.0,12-11,美浦本郷,480(+2)
200906010104,5,2,4,ベルモントバジル,牝4,52.0,△丸田,1:13.0,1/2,5,11.1,38.5,9-8,美浦嶋田潤,436(-2)
200906010104,6,7,13,エレガントフラッグ,牝4,54.0,北村宏,1:13.1,1/2,3,8.7,37.9,13-14,美浦坂本,448(+4)
200906010104,7,4,7,シルキーキュート,牝5,55.0,武士沢,1:13.2,1/2,7,26.5,38.7,9-8,美浦保田,490(-6)
200906010104,8,4,8,オースミビーナス,牝4,51.0,▲千葉,1:13.2,クビ,9,45.0,38.0,13-14,美浦菅原,462(+10)
200906010104,9,7,14,ムーンボー,牝5,55.0,柴山,1:13.2,ハナ,14,148.0,38.9,6-6,美浦高市,428(+8)
200906010104,10,3,6,アヤメ,牝5,55.0,江田照,1:13.3,クビ,16,199.6,38.9,6-8,美浦矢野照,498(0)
200906010104,11,5,9,パンコールデイズ,牝4,53.0,☆三浦,1:13.6,2,10,49.1,38.9,11-11,美浦河野,468(+2)
200906010104,12,6,11,ユウフジ,牝4,54.0,後藤,1:13.6,ハナ,12,64.0,38.4,13-13,美浦二本柳,460(-1)
200906010104,13,5,10,リップサービス,牝4,54.0,増沢,1:13.6,アタマ,8,34.4,38.4,13-16,美浦鹿戸雄,440(+14)
200906010104,14,6,12,リネンアカシア,牝5,55.0,田辺,1:13.7,1/2,11,53.5,39.6,3-3,美浦南田,470(+10)
200906010104,15,3,5,ジョウノオアシス,牝5,52.0,▲宮崎,1:14.1,2.1/2,13,124.4,40.0,3-5,美浦武藤,472(0)
200906010104,16,2,3,ホットファッション,牝5,55.0,吉田豊,1:14.6,3,6,25.0,40.3,6-6,美浦戸田,480(+4)
200906010105,1,5,10,ロードクリムゾン,セ3,56.0,大野,1:35.7,,15,127.3,36.2,8-7-8,美浦松山将,436(-8)
200906010105,2,1,2,ヴィーヴァミラコロ,牡3,56.0,蛯名,1:35.9,1.1/4,2,3.9,36.7,4-4-1,美浦田中清,480(+2)
200906010105,3,7,14,ファーストタッチ,牝3,54.0,横山典,1:36.1,1.1/4,12,67.7,36.3,11-9-9,美浦小桧山,424(-14)
200906010105,4,8,15,ワンダーベルグ,牡3,56.0,吉田隼,1:36.3,1.1/2,8,47.5,36.2,11-12-4,美浦浅野,440(-2)
200906010105,5,3,5,ドリームサンセール,牡3,56.0,柴山,1:36.4,クビ,13,81.1,36.4,11-12-12,美浦畠山吉,482(+8)
200906010105,6,2,4,メジロポピンズ,牝3,54.0,吉田豊,1:36.4,クビ,9,48.3,37.7,1-1-2,美浦大久洋,444(+2)
200906010105,7,4,7,マイネルエルドラド,牡3,56.0,和田,1:36.7,1.3/4,5,17.6,37.4,4-6-4,美浦岩戸,484(-8)
200906010105,8,6,11,マイネルフレンズ,牡3,56.0,津村,1:36.9,1.1/4,11,61.9,37.0,15-11-9,美浦根本,468(+2)
200906010105,9,6,12,トリプルスレット,牝3,54.0,後藤,1:36.9,クビ,7,31.1,37.4,8-7-4,美浦池上,462(-2)
200906010105,10,8,16,コスモドロス,牡3,56.0,松岡,1:37.2,1.3/4,6,26.3,38.2,10-2-2,美浦清水英,444(-2)
200906010105,11,7,13,スマートカンパニー,牡3,56.0,内田博,1:37.7,3,10,55.1,36.7,16-15-15,美浦国枝,474(0)
200906010105,12,1,1,ドリームガーデン,牝3,54.0,武士沢,1:38.1,2.1/2,14,115.5,38.3,4-9-13,美浦加藤和,464(-4)
200906010105,13,4,8,ペルセポネ,牝3,54.0,中舘,1:38.8,4,16,228.6,38.2,11-14-14,美浦高木,412(+4)
200906010105,14,5,9,ショーンバローズ,牡3,56.0,藤田,1:39.3,3,3,6.4,40.2,2-4-9,美浦小笠,488(+2)
200906010105,中止,2,3,ナビエストークス,牡3,56.0,北村宏,,,4,7.2,,4,美浦古賀慎,456(0)
200906010105,失格,3,6,トップキングダム,牡3,56.0,柴田善,1:35.3,,1,2.2,36.4,2-2-4,美浦清水英,456(-6)
200906010106,1,7,13,ヤマニンバッスル,牡3,56.0,横山典,2:16.4,,3,6.2,35.7,5-5-3-2,美浦鈴木康,482(0)
200906010106,2,4,8,ヒカルマイステージ,牡3,56.0,藤田,2:16.5,クビ,1,2.6,35.4,5-5-9-6,美浦勢司,506(+2)
200906010106,3,6,12,ブラストタリスマン,牡3,56.0,吉田隼,2:16.5,アタマ,10,52.5,35.7,3-3-4-4,美浦中川,464(0)
200906010106,4,1,2,ゴールドアカデミー,牡3,56.0,田中勝,2:16.7,1.1/4,9,35.0,35.3,7-9-12-9,美浦古賀慎,490(+6)
200906010106,5,5,9,ティアップノブレス,牡3,56.0,内田博,2:16.7,アタマ,4,7.4,35.9,7-7-4-4,美浦堀,512(-2)
200906010106,6,2,4,ダノニー,牝3,51.0,▲宮崎,2:17.2,3,8,16.0,35.9,14-13-10-11,美浦武藤,464(0)
200906010106,7,1,1,ワイルドトウショウ,牝3,54.0,武士沢,2:17.4,1.1/2,5,10.1,36.5,15-15-8-10,美浦保田,472(+6)
200906010106,8,5,10,ドンヤマト,牡3,56.0,後藤,2:17.5,1/2,11,91.7,37.0,1-1-1-1,美浦鈴木伸,494(-2)
200906010106,9,4,7,ドリームタフキーク,牡3,54.0,△丸田,2:17.5,ハナ,15,167.1,36.0,10-9-14-11,美浦宗像,434(+4)
200906010106,10,6,11,ワールドコンパス,牡3,55.0,☆三浦,2:17.5,クビ,2,5.2,37.0,2-2-2-2,美浦手塚,484(-6)
200906010106,11,8,16,カムレーシング,牡3,56.0,柴田善,2:17.7,1,7,14.5,36.9,10-11-4-6,美浦清水英,490(+2)
200906010106,12,8,15,リボーン,牝3,54.0,嘉藤,2:17.7,クビ,14,160.4,36.3,12-13-12-14,美浦高橋義,468(-6)
200906010106,13,2,3,クレッシェンド,牝3,54.0,小野,2:17.8,クビ,12,115.9,37.0,3-3-4-6,美浦天間,488(0)
200906010106,14,3,6,ドリームスナイパー,牡3,56.0,津村,2:18.3,3,6,14.4,36.6,12-12-15-14,美浦稲葉,464(-8)
200906010106,15,7,14,マイネミューズ,牝3,54.0,石橋脩,2:18.5,1.1/2,16,247.9,37.3,7-8-10-11,美浦保田,402(-4)
200906010106,16,3,5,ゴールデンキッド,牡3,56.0,江田照,2:20.0,9,13,149.4,37.8,16-16-16-16,美浦谷原,450(-6)
200906010107,1,7,12,ゲイルカフェ,牡4,56.0,小島,1:54.9,,8,33.3,38.8,5-5-5-5,美浦小島太,450(+8)
200906010107,2,3,3,トウカイプライム,牡4,53.0,▲宮崎,1:54.9,ハナ,4,6.1,39.2,1-1-1-1,美浦成島,550(+10)
200906010107,3,4,5,アドマイヤワールド,牡5,57.0,田中勝,1:55.0,1/2,5,12.2,38.4,10-11-9-7,栗東中尾秀,520(-8)
200906010107,4,8,13,ドリームマイスター,牡4,56.0,松岡,1:55.0,ハナ,3,5.4,38.9,6-6-5-5,美浦畠山吉,504(+2)
200906010107,5,6,10,エイブルベガ,牡4,56.0,蛯名,1:55.2,3/4,1,2.7,39.5,2-2-2-2,美浦二ノ宮,520(0)
200906010107,6,3,4,ステディーラブ,牡4,56.0,大野,1:55.4,1.1/2,6,21.9,39.5,4-4-4-3,美浦上原,564(+8)
200906010107,7,6,9,バーニングブライト,牡4,56.0,江田照,1:55.7,1.3/4,9,43.2,39.1,10-9-9-7,美浦菊川,432(0)
200906010107,8,5,8,ダイレクトパス,牡5,57.0,内田博,1:55.7,クビ,2,3.4,39.9,7-8-3-3,美浦尾形,452(+4)
200906010107,9,1,1,シルクエンデバー,牡4,55.0,☆田中博,1:56.1,2.1/2,7,33.2,39.2,12-12-11-10,美浦上原,508(-8)
200906010107,10,4,6,フサイチエゴイスト,牡4,54.0,△丸田,1:56.2,1/2,10,134.9,39.4,9-9-11-10,美浦岩戸,496(-4)
200906010107,11,2,2,マダムビジュー,牝4,51.0,▲黛,1:56.7,3,14,250.5,40.4,7-7-8-7,美浦天間,464(-4)
200906010107,12,8,14,エンジェルクィーン,牝4,51.0,▲草野,1:57.4,4,12,195.6,40.4,14-14-13-10,美浦小林,470(-6)
200906010107,13,7,11,アイティーバトル,牡4,56.0,丹内,1:59.2,大,11,185.7,43.2,2-3-5-10,美浦矢野照,462(-4)
200906010107,14,5,7,カシノベガスター,牡5,57.0,柴田大,2:05.4,大,13,207.3,47.5,12-12-14-14,美浦二本柳,498(+6)
200906010108,1,5,9,インプルーヴ,牡4,56.0,石橋脩,1:10.6,,7,13.0,36.7,8-6,栗東野中,538(+8)
200906010108,2,3,5,アグネスカルミア,牝5,55.0,安藤勝,1:11.4,5,4,8.5,37.8,2-2,栗東森,480(+6)
200906010108,3,1,1,フサイチコウキ,牡4,56.0,田中勝,1:11.4,ハナ,2,5.0,37.6,6-7,美浦加藤征,478(+12)
200906010108,4,3,6,モンプティクール,牝6,55.0,横山典,1:11.6,1.1/4,5,9.3,37.1,10-9,美浦大江原,464(-10)
200906010108,5,5,10,フリーモア,牡7,57.0,津村,1:11.6,アタマ,10,51.9,36.9,13-10,美浦相沢,470(+12)
200906010108,6,8,16,アポロラムセス,牡4,56.0,柴田善,1:11.7,クビ,1,3.1,38.1,2-2,美浦柴崎,502(+4)
200906010108,7,7,14,トーセングラマー,牝5,53.0,△丸田,1:12.0,2,8,14.7,38.6,1-1,美浦宗像,506(+2)
200906010108,8,2,4,ローランバーク,牡5,57.0,内田博,1:12.2,3/4,3,5.8,38.1,9-7,美浦水野,480(+4)
200906010108,9,4,8,コアレスピューマ,牡5,57.0,吉田隼,1:12.3,3/4,11,63.9,37.8,10-10,美浦池上,458(+22)
200906010108,10,2,3,メルボルンシチー,牡8,57.0,柴山,1:12.6,1.3/4,13,165.5,37.3,15-14,美浦嶋田功,484(+10)
200906010108,11,7,13,オオヒメ,牝5,55.0,柄崎,1:12.6,クビ,6,12.1,39.0,2-2,美浦柄崎,532(+2)
200906010108,12,1,2,ディスパーロ,牡6,57.0,小島,1:12.6,ハナ,9,24.2,39.1,2-2,美浦小島太,498(+2)
200906010108,13,8,15,ブルーチェイサー,牝8,55.0,江田照,1:12.9,1.3/4,15,338.8,38.4,10-13,美浦菅原,478(-2)
200906010108,14,6,12,アンテリオール,牡8,57.0,鷹野,1:13.8,5,16,365.3,38.8,14-14,美浦小桧山,486(+6)
200906010108,15,4,7,マグネティックマン,牡9,57.0,西田,1:13.9,3/4,14,227.5,38.6,15-16,美浦保田,490(+16)
200906010108,16,6,11,ソロターン,牡7,54.0,▲黛,1:15.3,9,12,82.9,41.5,6-10,美浦戸田,486(+2)
200906010109,1,1,1,ベストメンバー,牡3,56.0,後藤,2:00.7,,2,3.4,35.1,8-8-7-6,栗東宮本,496(+4)
200906010109,2,6,6,ピースオブラック,牝3,54.0,大野,2:01.0,2,5,9.7,35.2,9-9-10-7,美浦石毛,476(-6)
200906010109,3,2,2,メイショウパルマ,牡3,56.0,内田博,2:01.2,1,1,2.3,35.6,10-10-7-5,美浦小島太,490(-4)
200906010109,4,7,9,タイフーンルビー,牡3,56.0,吉田豊,2:01.2,ハナ,6,12.7,38.8,1-1-1-1,美浦戸田,464(-4)
200906010109,5,4,4,ワールドカルティエ,牡3,56.0,横山典,2:01.6,2.1/2,3,8.2,36.4,4-4-3-4,美浦藤沢和,520(+4)
200906010109,6,6,7,シングンレジェンド,牡3,56.0,藤田,2:01.8,1.1/2,7,22.8,36.6,2-3-3-3,美浦高市,448(0)
200906010109,7,8,11,チュニジアンブルー,牡3,56.0,勝浦,2:01.8,ハナ,8,27.3,36.8,2-2-2-2,美浦尾形,500(0)
200906010109,8,3,3,プルプル,牝3,54.0,北村宏,2:02.5,4,10,106.9,36.5,11-11-11-11,美浦高橋義,404(-4)
200906010109,9,7,8,フォーレイカー,牡3,56.0,安藤勝,2:02.5,ハナ,4,8.7,37.0,7-6-6-9,美浦堀,488(+12)
200906010109,10,5,5,ブラウンアゲイン,牡3,56.0,武士沢,2:03.1,3.1/2,11,179.3,37.4,6-6-7-9,美浦秋山,482(-6)
200906010109,11,8,10,リロ,牝3,54.0,三浦,2:03.2,3/4,9,61.3,37.9,4-4-5-8,美浦斎藤誠,486(-6)
200906010110,1,5,8,ダイワディライト,牡5,57.0,北村宏,1:10.5,,1,1.6,36.5,8-5,美浦二ノ宮,508(+8)
200906010110,2,2,2,トウショウガナー,牡5,57.0,横山典,1:10.6,クビ,5,12.2,37.2,1-1,美浦奥平,490(-2)
200906010110,3,6,9,サンエムパーム,牡6,57.0,和田,1:10.7,3/4,6,19.0,37.2,3-3,栗東佐藤正,530(0)
200906010110,4,8,13,ファイナルスコアー,牡4,56.0,三浦,1:10.8,クビ,2,7.8,37.0,6-5,美浦杉浦,492(+4)
200906010110,5,3,3,ヒシオフェンス,牡4,56.0,後藤,1:10.9,3/4,4,11.9,36.8,8-9,美浦国枝,500(+2)
200906010110,6,4,6,グレイトフルタイム,牡5,57.0,吉田豊,1:10.9,クビ,9,51.6,36.5,11-10,美浦大久洋,538(+2)
200906010110,7,4,5,アントニオマグナム,牡8,57.0,小野,1:11.0,1/2,8,37.3,37.6,2-2,美浦加藤征,512(0)
200906010110,8,5,7,マルターズマッシブ,牡6,57.0,武士沢,1:11.2,1,12,107.2,36.5,12-12,美浦堀井,500(-2)
200906010110,9,7,11,ダイイチミラクル,セ9,57.0,西田,1:11.4,1.1/4,13,186.8,37.2,10-10,美浦菊川,486(-2)
200906010110,10,8,14,グリーンアラモード,牡6,57.0,吉田隼,1:11.4,アタマ,11,102.3,37.7,5-5,美浦畠山吉,568(+4)
200906010110,11,1,1,リボンノキシ,牝5,55.0,勝浦,1:11.4,クビ,3,8.2,37.6,6-3,美浦菊川,466(+2)
200906010110,12,6,10,カシノエスケイプ,牝6,55.0,松岡,1:11.7,1.3/4,10,74.0,37.1,12-13,栗東梅内,504(-10)
200906010110,13,7,12,ザシークレット,牡4,56.0,藤田,1:12.6,5,7,21.6,39.0,3-5,美浦和田,560(+32)
200906010110,14,3,4,オヤマハリケーン,セ8,57.0,柴田善,1:13.3,4,14,309.6,38.4,14-14,美浦菊川,500(0)
200906010111,1,1,1,アドマイヤフジ,牡7,58.0,川田,1:58.5,,4,8.3,35.7,2-2-2-2,栗東橋田,528(0)
200906010111,2,5,10,ヤマニンキングリー,牡4,56.0,藤田,1:58.5,クビ,2,5.9,35.0,8-8-9-7,栗東河内,478(-2)
200906010111,3,6,12,ミヤビランベリ,牡6,55.0,吉田豊,1:58.6,1/2,11,38.9,35.9,1-1-1-1,栗東加藤敬,490(-2)
200906010111,4,2,4,マイネルキッツ,牡6,56.0,松岡,1:58.7,1/2,7,18.2,34.8,14-14-13-12,美浦国枝,494(+2)
200906010111,5,6,11,ネヴァブション,牡6,57.5,横山典,1:58.7,ハナ,3,7.2,35.0,9-10-10-10,美浦伊藤正,492(+4)
200906010111,6,1,2,オペラブラーボ,牡5,56.0,蛯名,1:58.7,アタマ,1,3.5,35.5,6-6-6-5,美浦久保田,440(+4)
200906010111,7,3,6,キングストレイル,牡7,57.5,田中勝,1:58.9,3/4,5,8.9,35.9,5-5-4-3,美浦藤沢和,506(+14)
200906010111,8,2,3,ダイワワイルドボア,牡4,56.0,北村宏,1:59.2,2,8,20.4,35.8,9-9-8-7,美浦上原,528(+6)
200906010111,9,7,13,グラスボンバー,牡9,57.0,勝浦,1:59.4,1.1/4,15,63.8,35.4,14-14-15-14,美浦尾形,488(+6)
200906010111,10,3,5,キャッチータイトル,牝6,50.0,田中博,1:59.6,1.1/4,14,60.8,36.3,6-6-6-7,美浦田村,494(+4)
200906010111,11,5,9,マイネカンナ,牝5,53.0,三浦,1:59.6,クビ,12,39.4,35.7,12-13-13-12,美浦国枝,438(+2)
200906010111,12,7,14,リキッドノーツ,牡8,56.0,後藤,1:59.6,ハナ,10,36.4,35.5,16-16-15-15,美浦二ノ宮,520(+2)
200906010111,13,4,7,センカク,牡7,53.0,江田照,1:59.7,1/2,16,64.3,36.0,11-11-10-10,美浦池上,494(+8)
200906010111,14,8,15,アサカディフィート,セ11,58.0,中舘,1:59.8,クビ,13,56.5,36.1,12-11-10-15,栗東鶴留,532(0)
200906010111,15,4,8,シャドウゲイト,牡7,57.5,内田博,1:59.8,クビ,9,28.2,37.0,2-2-2-3,美浦加藤征,492(0)
200906010111,16,8,16,ダイシングロウ,牡5,56.0,安藤勝,2:00.2,2.1/2,6,13.1,37.2,2-4-4-5,栗東松田博,512(+6)
200906010112,1,6,9,コウヨウアイリーン,牝5,52.0,▲宮崎,1:34.8,,6,15.6,35.1,5-3-3,美浦武藤,498(+10)
200906010112,2,5,6,ヤサシイキモチ,牝4,53.0,☆三浦,1:35.1,1.3/4,1,4.1,35.5,4-3-2,栗東梅田智,452(-6)
200906010112,3,2,2,シェリルピンク,牝4,54.0,田中勝,1:35.3,1.1/4,4,8.1,35.5,6-6-5,美浦宗像,514(-8)
200906010112,4,6,8,イチゴイチエ,牝5,55.0,内田博,1:35.4,1/2,3,4.4,35.4,9-7-5,美浦伊藤圭,462(+14)
200906010112,5,3,3,ブルーミンバー,牝4,54.0,横山典,1:35.4,クビ,5,8.2,35.7,3-3-5,美浦加藤征,474(+2)
200906010112,6,4,4,ジョウノガーベラ,牝5,55.0,後藤,1:35.5,1/2,8,17.1,35.1,10-12-9,美浦加藤征,470(+2)
200906010112,7,4,5,スイートカルタゴ,牝4,54.0,北村宏,1:35.5,クビ,2,4.1,35.5,6-7-8,美浦石毛,474(+6)
200906010112,8,8,13,パープルカフェ,牝6,55.0,小島,1:35.6,クビ,10,30.6,35.3,10-11-9,美浦小島太,500(-2)
200906010112,9,7,11,クイックセイコー,牝7,55.0,柴田善,1:35.6,クビ,7,16.4,35.1,13-12-13,美浦鈴木康,464(0)
200906010112,10,7,10,ヤマニンパンテール,牝8,53.0,△丸田,1:35.9,2,13,82.0,35.8,6-9-9,美浦栗田,436(+18)
200906010112,11,8,12,アリダーチャーム,牝5,55.0,小野,1:35.9,クビ,12,81.4,36.4,2-2-3,美浦星野,452(+6)
200906010112,12,5,7,ライフブリーズ,牝6,55.0,勝浦,1:36.0,クビ,11,45.7,35.9,12-9-9,美浦稗田,444(-2)
200906010112,13,1,1,メイスンシンデレラ,牝5,55.0,津村,1:36.6,3.1/2,9,30.4,37.4,1-1-1,美浦岩戸,444(+4)
200908010101,1,8,15,トウカイミステリー,牝3,54.0,武幸,1:13.4,,1,2.0,37.3,4-3,栗東安田隆,446(0)
200908010101,2,8,16,ニシノミーチャン,牝3,54.0,松田,1:14.1,4,10,70.7,38.1,2-3,栗東田所秀,468(+2)
200908010101,3,5,9,トーアクレセント,牝3,54.0,小牧,1:14.6,3,4,7.4,38.2,6-6,栗東羽月,440(0)
200908010101,4,6,12,アッサイ,牝3,54.0,赤木,1:14.9,2,7,29.4,39.0,2-2,栗東安達,430(0)
200908010101,5,4,7,チョウキレル,牝3,54.0,太宰,1:15.0,クビ,8,57.4,38.1,12-10,栗東吉岡,438(-4)
200908010101,6,5,10,マーベラスリリー,牝3,54.0,藤岡佑,1:15.3,2,6,15.7,38.9,6-6,栗東岡田,468(+6)
200908010101,7,3,6,スリーロゼット,牝3,54.0,鮫島,1:15.3,ハナ,9,63.6,38.2,14-14,栗東村山,424(-10)
200908010101,8,2,3,モダンバレエ,牝3,51.0,▲荻野琢,1:15.4,1/2,12,99.9,39.2,4-5,栗東野中,440(-8)
200908010101,9,4,8,ミラクルフェイマス,牝3,54.0,佐藤哲,1:15.5,3/4,15,158.3,38.9,9-9,栗東福永,438(+2)
200908010101,10,1,1,マルモキラリ,牝3,54.0,福永,1:15.6,1/2,5,13.5,39.7,1-1,栗東木原,438(0)
200908010101,11,7,13,アグネスビジン,牝3,54.0,石橋守,1:15.7,3/4,11,99.2,38.7,14-12,栗東本田,400(+4)
200908010101,12,1,2,マザーテーラー,牝3,54.0,中村,1:15.8,1/2,13,137.8,38.3,16-15,栗東佐山,466(+2)
200908010101,13,3,5,デンコウテンパイ,牝3,51.0,▲田村,1:16.0,1.1/4,14,140.3,39.1,12-15,栗東鶴留,420(-2)
200908010101,14,6,11,イイデエース,牝3,54.0,幸,1:16.0,クビ,3,7.0,39.3,10-10,栗東北出,448(-10)
200908010101,15,7,14,ビバオーケストラ,牝3,52.0,△田中克,1:16.4,2.1/2,16,255.5,39.7,10-12,栗東松永昌,426(+6)
200908010101,16,2,4,ラガーキセキ,牝3,53.0,☆浜中,1:16.5,1/2,2,5.1,40.2,6-6,栗東柴田見,418(-4)
200908010102,1,5,6,カネトシコウショウ,牡3,56.0,福永,1:55.6,,4,12.5,36.5,1-1-1-1,栗東村山,456(+2)
200908010102,2,8,11,シゲルダイセン,牡3,56.0,幸,1:56.4,5,1,1.5,37.2,6-6-2-2,栗東木原,456(-4)
200908010102,3,7,9,テイエムリュウジン,牡3,56.0,赤木,1:57.6,7,3,8.0,38.4,2-2-2-4,栗東五十嵐,474(+4)
200908010102,4,6,7,タガノヴァンドーム,牡3,56.0,橋本,1:57.9,2,2,7.1,38.6,11-11-2-3,栗東北出,528(+14)
